date,current_price,vgt_pred_1d,vgt_actual_1d,vgt_return_1d,vgt_pred_3d,vgt_actual_3d,vgt_return_3d,vgt_pred_5d,vgt_actual_5d,vgt_return_5d
2016-02-03,100.11000061035156,-1,0,-0.0022975062983849907,-1,0,-0.0373588836376732,-1,0,-0.05913493290232972
2016-02-04,99.87999725341795,-1,1,0.002402938523868229,-1,0,-0.05256307713625154,-1,0,-0.052663142285538145
2016-02-05,100.12000274658205,-1,0,-0.03745505290777691,1,0,-0.059228926712931514,1,0,-0.05823014054255736
2016-02-08,96.37000274658205,-1,0,-0.01805546792127495,-1,0,-0.01815917764993596,-1,0,-0.007263718560613467
2016-02-09,94.62999725341795,-1,0,-0.004649633570562388,-1,0,-0.0035929023328628534,-1,1,0.03201951280392729
2016-02-10,94.19000244140624,-1,1,0.004565243593058663,-1,1,0.015712874924913262,-1,1,0.06232078739820755
2016-02-11,94.62000274658205,-1,0,-0.003487653999953222,1,1,0.03212852279944732,1,1,0.050834891344023844
2016-02-12,94.29000091552734,1,1,0.014635669106147288,1,1,0.0611941519465638,1,1,0.058754914219276685
2016-02-16,95.66999816894533,1,1,0.020800726782181627,1,1,0.03930178957033741,1,1,0.05780285235849334
2016-02-17,97.66000366210938,1,1,0.024574992898710603,1,1,0.0222199271715492,1,1,0.018636080550653834
2016-02-18,100.05999755859376,1,0,-0.006296194970912978,1,1,0.01139315827966985,1,1,0.0037977702586885027
2016-02-19,99.43000030517578,1,1,0.004022946038933786,1,1,0.0005028970291093282,1,1,0.02202557009639539
2016-02-22,99.83000183105467,-1,1,0.013723280497440163,-1,1,0.006110393660854429,-1,1,0.016928726645440338
2016-02-23,101.1999969482422,1,0,-0.016995984616365974,1,1,0.004150255049460642,1,0,-0.0025691157576708
2016-02-24,99.4800033569336,-1,1,0.009650171412119596,-1,1,0.020506566317788813,-1,1,0.0454362333186569
2016-02-25,100.44000244140624,-1,1,0.011748310200053881,-1,1,0.004978096254942699,-1,1,0.0381321595834735
2016-02-26,101.62000274658205,1,0,-0.000984118291799622,1,1,0.02342055883774324,1,1,0.026471115324804454
2016-02-29,101.5199966430664,1,0,-0.005713103042146158,1,1,0.02708825936695713,1,1,0.030634364787126445
2016-03-01,100.94000244140624,-1,1,0.030315013716886274,-1,1,0.03338612082106642,-1,1,0.03090940203809314
2016-03-02,104.0,1,1,0.0025961215679462138,1,1,0.006057665898249563,1,0,-0.009423109201284556
2016-03-03,104.2699966430664,1,1,0.00038362824220938423,1,0,-0.0020139933943942086,1,0,-0.0026853245258592626
2016-03-04,104.30999755859376,1,1,0.003067775882598768,1,0,-0.012366992097787457,1,0,-0.005272700941770551
2016-03-07,104.62999725341795,1,0,-0.005447765552775737,1,0,-0.006116786834069525,1,1,0.008984062564099485
2016-03-08,104.05999755859376,-1,0,-0.009994243128266052,-1,0,-0.0028829082202732207,-1,1,0.014895282415176184
2016-03-09,103.0199966430664,-1,1,0.009415659603095077,-1,1,0.024752505677056207,-1,1,0.027373323497521335
2016-03-10,103.98999786376952,1,0,-0.0022117100900447793,1,1,0.015578447734024429,1,1,0.029137405919233618
2016-03-11,103.76000213623048,1,1,0.01744407788482233,1,1,0.020046204306445926,1,1,0.03710484189337496
2016-03-14,105.56999969482422,1,1,0.00037890419288601055,1,1,0.013734933716337563,1,1,0.02273374569306332
2016-03-15,105.61000061035156,1,1,0.002177783602024892,1,1,0.0189376004965572,1,1,0.021304800558626852
2016-03-16,105.83999633789062,1,1,0.011148907275172894,1,1,0.020124763383518374,1,1,0.0203136961476745
2016-03-17,107.0199966430664,1,1,0.005513025469931009,1,1,0.00784903750358675,1,1,0.001214771882736017
2016-03-18,107.61000061035156,1,1,0.003345419647892207,1,1,0.0035312447845242427,1,0,-0.0028807504584656973
2016-03-21,107.97000122070312,1,0,-0.0010188071603954934,1,0,-0.0075946993197494265,1,0,-0.00852086837588104
2016-03-22,107.86000061035156,1,1,0.0012052406145219177,1,0,-0.0051918927816139845,1,1,0.009364010110468614
2016-03-23,107.98999786376952,1,0,-0.007778464251386269,1,0,-0.008704461807634553,1,1,0.015001414747925965
2016-03-24,107.1500015258789,-1,1,0.001399920893539732,-1,1,0.016052274346330494,-1,1,0.022211826593797585
2016-03-28,107.3000030517578,-1,0,-0.0023299160567535927,-1,1,0.021528401611316837,-1,1,0.028518149781577615
2016-03-29,107.0500030517578,-1,1,0.017001397878936,1,1,0.023166703940587643,1,1,0.025502061183680175
2016-03-30,108.87000274658205,1,1,0.006797077662356807,1,1,0.013686027612562867,1,0,-0.00211264215239334
2016-03-31,109.61000061035156,1,0,-0.0007298771153107003,1,1,0.0015509366663506604,1,1,0.002007127264647911
2016-04-01,109.52999877929688,1,1,0.00757784935912528,1,0,-0.008125622200012872,1,0,-0.011686284977288046
2016-04-04,110.36000061035156,1,0,-0.005255543927573016,1,0,-0.004802453573447845,1,0,-0.018847424968748933
2016-04-05,109.77999877929688,1,0,-0.010384399729683974,1,0,-0.013936953874200748,1,0,-0.015667710328190323
2016-04-06,108.63999938964844,-1,1,0.010953630781404652,-1,0,-0.003313702249393279,-1,0,-0.0007363938835063738
2016-04-07,109.83000183105467,1,0,-0.014385885502261043,1,0,-0.01611585398299098,1,1,0.0039151442957931935
2016-04-08,108.25,-1,1,0.00027712498195727484,-1,1,0.0028637187860855815,-1,1,0.017090055188185623
2016-04-11,108.27999877929688,-1,0,-0.0020317807830006643,-1,1,0.018285956587138275,-1,1,0.011728890716461183
2016-04-12,108.05999755859376,-1,1,0.004627059145812799,-1,1,0.018878409787314428,-1,1,0.01897097073916014
2016-04-13,108.55999755859376,1,1,0.015659585628851592,1,1,0.009119431792817536,1,1,0.00801402695419595
2016-04-14,110.26000213623048,1,0,-0.0014511487303591607,1,0,-0.001360434636066738,1,0,-0.005078951361676678
2016-04-15,110.0999984741211,1,0,-0.004995417166082626,1,0,-0.006085360383567989,1,0,-0.004359634279666869
2016-04-18,109.5500030517578,-1,1,0.005111798658090304,-1,1,0.0013691820383933497,-1,0,-0.014331352360459956
2016-04-19,110.11000061035156,1,0,-0.006175645276600368,1,0,-0.004450075933642777,1,0,-0.021251511709329422
2016-04-20,109.43000030517578,-1,1,0.0024673000302792673,-1,0,-0.013250451834035186,1,0,-0.01690577052875698
2016-04-21,109.6999969482422,-1,0,-0.0007292087865590233,-1,0,-0.017593439916743052,-1,0,-0.02643567891667906
2016-04-22,109.62000274658205,1,0,-0.014960767638729026,1,0,-0.018609750633225373,1,0,-0.03877029641957854
2016-04-25,107.9800033569336,-1,0,-0.0019448667099314606,-1,0,-0.010927952106791868,-1,0,-0.03306167423447281
2016-04-26,107.7699966430664,-1,0,-0.0017629657412071252,-1,0,-0.022269592384169097,-1,0,-0.025517306167392617
2016-04-27,107.58000183105467,-1,0,-0.007250406823024574,-1,0,-0.029466426054942006,-1,0,-0.032626901621944725
2016-04-28,106.8000030517578,-1,0,-0.013389515583466238,-1,0,-0.01666672619689682,-1,0,-0.02986893586379661
2016-04-29,105.37000274658205,-1,0,-0.00911074365995317,-1,0,-0.012337506101090006,-1,0,-0.01660814230221481
2016-05-02,104.41000366210938,-1,1,0.005842284834421466,-1,0,-0.007662130291143121,-1,0,-0.0012451381884174674
2016-05-03,105.0199966430664,-1,0,-0.00904586725012915,-1,0,-0.013330736442913329,-1,0,-0.0060940717016363145
2016-05-04,104.06999969482422,-1,0,-0.004420093070256189,-1,1,0.0020178637944504602,-1,1,0.01614298366582328
2016-05-05,103.61000061035156,-1,1,9.653639775660476e-05,-1,1,0.007431682641930826,-1,1,0.014091295008898873
2016-05-06,103.62000274658205,-1,1,0.006369388295896372,-1,1,0.020555850192623293,-1,1,0.008782049880276095
2016-05-09,104.27999877929688,1,1,0.0009589420338671182,1,1,0.007575766443949995,1,0,0.0
2016-05-10,104.37999725341795,1,1,0.013125146413406178,1,1,0.001437071563766578,1,1,0.01197547454389369
2016-05-11,105.75,1,0,-0.006430262933104314,1,0,-0.013900720763150118,1,0,-0.01144207172078162
2016-05-12,105.06999969482422,1,0,-0.0051394395840466,1,1,0.005329756926051666,1,1,0.000571024638507649
2016-05-13,104.52999877929688,-1,0,-0.002391657925184199,-1,1,9.568675353749037e-05,-1,1,0.000286987273005027
2016-05-16,104.27999877929688,-1,1,0.012945900363676453,-1,1,0.00815111703175272,-1,1,0.01543920818180142
2016-05-17,105.62999725341795,1,0,-0.010319003751136998,1,0,-0.010129695376751204,1,1,0.0022721338578499763
2016-05-18,104.54000091552734,1,1,0.005643737638450494,1,1,0.012913702528202085,1,1,0.034245282185787346
2016-05-19,105.12999725341795,-1,0,-0.005421855890000593,-1,1,0.007038956648883886,-1,1,0.03557505555858366
2016-05-20,104.55999755859376,-1,1,0.012719987204565124,1,1,0.03404748729066592,1,1,0.04408952484690133
2016-05-23,105.88999938964844,1,0,-0.00018884354690389075,1,1,0.02814244380121251,1,1,0.03701953150949339
2016-05-24,105.87000274658205,1,1,0.021252478904584142,1,1,0.03117025915511105,1,1,0.03891560414000729
2016-05-25,108.12000274658205,1,1,0.006936736782719971,1,1,0.01563073223345015,1,1,0.016740635521774017
2016-05-26,108.87000274658205,1,1,0.0027555379332687632,1,1,0.010287453742372884,1,1,0.009736360171323816
2016-05-27,109.16999816894533,1,1,0.005862410922257327,1,1,0.00696163917722448,1,1,0.0034808545313374235
2016-05-31,109.80999755859376,1,1,0.0016391977887050407,1,1,0.0010928216851838514,1,1,0.0013660097369445107
2016-06-01,109.98999786376952,1,0,-0.0005454819507138009,1,0,-0.004000316579301,1,1,0.0017274519965133177
2016-06-02,109.93000030517578,1,0,0.0,1,1,0.0002728898318347642,1,1,0.0055489912549635655
2016-06-03,109.93000030517578,1,0,-0.0034567202070688225,1,1,0.002274174468352379,1,1,0.004730252357162394
2016-06-06,109.5500030517578,-1,1,0.0037425469766637245,-1,1,0.00903694966856197,-1,0,-0.003925151010471407
2016-06-07,109.95999908447266,1,1,0.0020007386552824296,1,1,0.0044561464882618175,1,0,-0.016642432214362526
2016-06-08,110.18000030517578,1,1,0.0032673861803815154,1,0,-0.009620598617333111,1,0,-0.01760757338929805
2016-06-09,110.54000091552734,1,0,-0.0008142207937371145,1,0,-0.021802095550470187,1,0,-0.022525763010191727
2016-06-10,110.4499969482422,1,0,-0.012041595639730101,1,0,-0.02000904613431822,1,0,-0.019918488085365352
2016-06-13,109.12000274658205,-1,0,-0.009072630757380556,-1,0,-0.009805715431561998,-1,0,-0.01704545970981313
2016-06-14,108.12999725341795,-1,1,0.0010172996684144964,-1,1,0.001109800699437752,-1,0,-0.0007397965753451239
2016-06-15,108.23999786376952,-1,0,-0.0017553105669019466,-1,0,-0.009053914882485985,-1,1,9.24070253869703e-05
2016-06-16,108.0500030517578,-1,1,0.0018509666135446544,1,0,0.0,1,0,-0.002591452112752502
2016-06-17,108.25,1,0,-0.009145476801565978,1,0,0.0,1,1,0.010993094146939823
2016-06-20,107.26000213623048,-1,1,0.0073652890154145105,-1,1,0.00475475010888198,-1,0,-0.023960466563855753
2016-06-21,108.0500030517578,-1,1,0.0018509666135446544,-1,1,0.012864408610730016,-1,0,-0.056547898544942826
2016-06-22,108.25,1,0,-0.0044342111495020205,1,0,-0.03288681347430729,1,0,-0.03898384499494804
2016-06-23,107.7699966430664,-1,1,0.015496017911839405,-1,0,-0.05409663527195864,-1,0,-0.018650780082076213
2016-06-24,109.44000244140624,1,0,-0.04340277680954121,1,0,-0.049433511891649094,1,0,-0.021473008507778453
2016-06-27,104.69000244140624,-1,0,-0.026268028807613628,-1,1,0.010220648293738588,-1,1,0.02359347753464396
2016-06-28,101.94000244140624,-1,1,0.020502219813972846,-1,1,0.050519852591180164,-1,1,0.04267214410379703
2016-06-29,104.02999877929688,-1,1,0.016629850785674506,-1,1,0.03008752205652631,-1,1,0.027299855816689318
2016-06-30,105.76000213623048,1,1,0.012575587885739295,1,1,0.005011334801356795,1,1,0.013710258310834923
2016-07-01,107.08999633789062,1,1,0.0006537242190004631,1,0,-0.0020542870373667322,1,1,0.019236205606810816
2016-07-05,107.16000366210938,1,0,-0.008118726361052327,1,1,0.0004665492782262669,1,1,0.024822657165094793
2016-07-06,106.29000091552734,-1,1,0.005456786396263662,-1,1,0.026907522680562516,-1,1,0.0434660147406878
2016-07-07,106.87000274658205,-1,1,0.0031814010400732836,-1,1,0.02760360131399474,-1,1,0.03705435559745298
2016-07-08,107.20999908447266,1,1,0.018095349855172443,1,1,0.03451174899014242,1,1,0.04122748070786479
2016-07-11,109.1500015258789,1,1,0.006138324870169236,1,1,0.015391665430049927,1,1,0.02098031043072759
2016-07-12,109.81999969482422,1,1,0.00992536851497121,1,1,0.016481493021521475,1,1,0.02185395677060831
2016-07-13,110.91000366210938,1,0,-0.0007213220486262869,1,1,0.004778638191298937,1,1,0.01027859843122416
2016-07-14,110.83000183105467,1,1,0.007218220780892577,1,1,0.012541724864060884,1,1,0.024722528363270272
2016-07-15,111.62999725341795,1,0,-0.0017020049868889642,1,1,0.003762481489508267,1,1,0.01137690857035353
2016-07-18,111.44000244140624,1,1,0.006999271017667133,1,1,0.019113399199160185,1,1,0.01884420700031177
2016-07-19,112.22000122070312,1,0,-0.0015148651496714142,1,1,0.006059528584734413,1,1,0.011495285167483759
2016-07-20,112.0500030517578,1,1,0.013565342272809294,1,1,0.013297615557237337,1,1,0.01767064411970148
2016-07-21,113.56999969482422,1,0,-0.005899429169196754,1,0,-0.0005282870366730316,1,1,0.011710855284217284
2016-07-22,112.9000015258789,1,1,0.005668727909642561,1,1,0.01000883293308859,1,1,0.020194851625172514
2016-07-25,113.54000091552734,1,0,-0.0002642133085693701,1,1,0.0119781627566076,1,1,0.014620363037955926
2016-07-26,113.51000213623048,1,1,0.004581064516608073,1,1,0.014712343736378655,1,1,0.01938152503602122
2016-07-27,114.02999877929688,1,1,0.007629595333644674,1,1,0.010260441826451637,1,1,0.0052617598925206194
2016-07-28,114.9000015258789,1,1,0.002436890997201692,1,1,0.007049587013376274,1,1,0.0014795314768296485
2016-07-29,115.18000030517578,1,1,0.00017361211159435883,1,0,-0.004775161054875527,1,1,0.004775161054875404
2016-08-01,115.1999969482422,1,1,0.004427101994278625,1,0,-0.0011284484102581094,1,1,0.0164062451364263
2016-08-02,115.70999908447266,1,0,-0.009333694923515294,1,1,0.00017288283311050437,1,1,0.01209922683394762
2016-08-03,114.62999725341795,-1,1,0.0038384580995280844,-1,1,0.021460343220930506,-1,1,0.02337957227069461
2016-08-04,115.06999969482422,-1,1,0.005735671016422725,-1,1,0.017728347275029165,-1,1,0.016685479916896694
2016-08-05,115.7300033569336,1,1,0.011751429547293378,1,1,0.013652416450617082,1,1,0.014689336377180166
2016-08-08,117.08999633789062,1,1,0.00017084527360655544,1,0,-0.0008540308928914723,1,1,0.002135109811418615
2016-08-09,117.11000061035156,1,1,0.0017077700213462693,1,1,0.0027324711225040622,1,1,0.007685095390558539
2016-08-10,117.30999755859376,1,0,-0.0027278126458438836,1,1,0.0002557222736440435,1,1,0.0007672318571159038
2016-08-11,116.98999786376952,-1,1,0.0037610261513008197,-1,1,0.00871873058454726,-1,1,0.002222430472502835
2016-08-12,117.43000030517578,1,0,-0.0007664478161564757,1,0,-0.0002554609488113302,1,1,8.517530617781742e-05
2016-08-15,117.33999633789062,1,1,0.005709952439494873,1,0,-0.0007669706894439709,1,1,0.0030680127968891694
2016-08-16,118.01000213623048,1,0,-0.005169058548506705,1,0,-0.00483009647068933,1,0,-0.0030505940499517387
2016-08-17,117.4000015258789,1,0,-0.0012776961152410281,1,1,0.002555327244158224,1,1,0.0068142709707456825
2016-08-18,117.25,-1,1,0.0016204899053836742,-1,1,0.003411526873167644,-1,1,0.0025586614222413502
2016-08-19,117.44000244140624,1,1,0.0022138496375260527,1,1,0.006471342737029882,1,1,0.002980232176814974
2016-08-22,117.6999969482422,1,0,-0.000424769954626937,1,0,-0.0012743746845665785,1,1,0.0016992742805648094
2016-08-23,117.6500015258789,1,1,0.0046748441583514605,1,1,0.0011899650474517206,1,1,0.004844876221262425
2016-08-24,118.1999969482422,1,0,-0.005499102481102642,1,0,-0.002538032403627374,1,0,-0.0016920216024182897
2016-08-25,117.5500030517578,-1,1,0.00204166616366546,1,1,0.005699686529572641,1,1,0.0028923549899095903
2016-08-26,117.79000091552734,-1,1,0.0009338705280293615,-1,1,0.0017828260704680382,-1,1,0.0045844376545560025
2016-08-29,117.9000015258789,1,1,0.0027141619226695194,1,0,-8.48357599747214e-05,1,1,0.007888043198808892
2016-08-30,118.22000122070312,1,0,-0.0018609475421372062,1,1,0.000930473771068483,1,1,0.009473820890059019
2016-08-31,118.0,1,0,-0.0009322085623013771,1,1,0.007033913822497231,1,1,0.013728836835441063
2016-09-01,117.88999938964844,-1,1,0.0037323135438481567,-1,1,0.012299575500460198,-1,1,0.006107398629491775
2016-09-02,118.33000183105467,1,1,0.004225471074646594,1,1,0.01090172310965707,1,0,-0.02121188284788589
2016-09-06,118.83000183105467,1,1,0.004291799200348672,1,0,-0.001851394574712666,1,0,-0.00984598292448679
2016-09-07,119.33999633789062,1,1,0.0023462914134724003,1,0,-0.029495531683276933,1,0,-0.021032299177631403
2016-09-08,119.62000274658205,1,0,-0.008443421777628593,1,0,-0.01638521183304917,1,0,-0.01839161116136641
2016-09-09,118.61000061035156,-1,0,-0.023522476192314002,-1,0,-0.015007155974515202,-1,1,0.006323244213309148
2016-09-12,115.81999969482422,-1,1,0.015886755069361158,-1,1,0.013814526664971223,-1,1,0.026765657764542726
2016-09-13,117.66000366210938,-1,0,-0.007054239378049511,-1,1,0.014448384288038619,-1,1,0.00960391992391096
2016-09-14,116.83000183105467,1,1,0.005050041330512297,1,1,0.01788920915119861,1,1,0.013095940728558639
2016-09-15,117.41999816894533,-1,1,0.01652190829210316,-1,1,0.011667541883375269,-1,1,0.019417465634911566
2016-09-16,119.36000061035156,1,0,-0.003686347513038437,1,0,-0.008378016042949604,1,1,0.009718465371842856
2016-09-19,118.91999816894533,1,0,-0.001093148801039339,1,1,0.006559021117615214,1,1,0.0043727235155365364
2016-09-20,118.79000091552734,-1,0,-0.0036198358604404624,-1,1,0.01456347936868254,-1,0,-0.0009260090033148913
2016-09-21,118.36000061035156,-1,1,0.011321361363472698,-1,1,0.009124719715151964,-1,1,0.014109480908529645
2016-09-22,119.6999969482422,1,1,0.006850457107185802,1,0,-0.008521275430837838,1,1,0.005931551645520738
2016-09-23,120.5199966430664,1,0,-0.008961120409409697,1,0,-0.004065697622119218,1,0,-0.006803847640758955
2016-09-26,119.44000244140624,-1,0,-0.006363045216809078,-1,1,0.008121242472169183,-1,1,0.007786338631666058
2016-09-27,118.68000030517578,-1,1,0.011375113503957571,-1,1,0.008594511631644621,-1,1,0.011290835308770944
2016-09-28,120.02999877929688,1,1,0.003165915909998696,1,1,0.0028326582582938035,1,0,-0.002166142954883664
2016-09-29,120.41000366210938,1,0,-0.00589657580162169,1,0,-0.0032389918377329656,1,0,-0.0001661346387553715
2016-09-30,119.6999969482422,-1,1,0.005597375233263803,-1,1,0.0005847927870413574,-1,1,0.007268193556915483
2016-10-03,120.37000274658205,1,0,-0.0029077518944027585,1,1,0.0001661264651500546,1,0,-0.0015784866417780272
2016-10-04,120.0199966430664,1,0,-0.002082986227232515,1,1,0.004582595126989502,1,1,0.0077487113080128706
2016-10-05,119.7699966430664,-1,1,0.005176611538445124,-1,1,0.003423258525515793,-1,0,-0.0035067060258586603
2016-10-06,120.38999938964844,1,1,0.0014951433348977848,1,1,0.004651528876425219,1,0,-0.00830633777780369
2016-10-07,120.56999969482422,1,0,-0.003234630427432764,1,0,-0.010118613451033265,1,0,-0.016173152137163704
2016-10-10,120.18000030517578,-1,1,0.006407028133725667,-1,0,-0.006573480724923254,-1,0,-0.00931937713211823
2016-10-11,120.9499969482422,1,0,-0.013228594580335467,1,0,-0.01926411128937212,1,0,-0.018189309663096894
2016-10-12,119.3499984741211,-1,1,0.0003351563974759265,-1,0,-0.002429835938290448,-1,1,0.0012568205093980908
2016-10-13,119.38999938964844,-1,0,-0.006449423293431675,-1,0,-0.005360577878551592,-1,1,0.001926487629696312
2016-10-14,118.62000274658205,-1,1,0.0037092800693295964,-1,1,0.007418624456601701,-1,1,0.0059011712361669395
2016-10-17,119.05999755859376,-1,0,-0.0026037087598729633,-1,1,0.004703554505892563,-1,1,0.007307263265765288
2016-10-18,118.75,1,1,0.00631578947368421,1,1,0.004799997430098684,1,1,0.0215578741776317
2016-10-19,119.5,1,1,0.0010042070843685814,1,1,0.003598328913604864,1,1,0.01138075824561977
2016-10-20,119.62000274658205,1,0,-0.0025079672702682564,1,1,0.014128028533756306,1,1,0.005266654731254433
2016-10-21,119.31999969482422,-1,1,0.005112308178944981,-1,1,0.012906477702531748,-1,1,0.00276568749496068
2016-10-24,119.93000030517578,1,1,0.011506689317988993,1,1,0.0026682205787537934,1,0,-0.0018344135757800918
2016-10-25,121.30999755859376,1,0,-0.0037094794930224062,1,0,-0.013683917781904708,1,0,-0.013106886240951883
2016-10-26,120.86000061035156,1,0,-0.00504716703020864,1,0,-0.009515154063141794,1,0,-0.017458221079727866
2016-10-27,120.25,-1,0,-0.004989592300383316,-1,0,-0.0044074742561070685,-1,0,-0.020124724897674234
2016-10-28,119.6500015258789,-1,1,0.0005014421882875883,-1,0,-0.00752195164564412,-1,0,-0.022732981078272867
2016-10-31,119.70999908447266,-1,1,8.355305577615785e-05,-1,0,-0.015704596673594275,-1,0,-0.02597945563558988
2016-11-01,119.72000122070312,1,0,-0.00810224867033649,1,0,-0.02330438428900442,1,0,-0.0036752625870351274
2016-11-02,118.75,-1,0,-0.007747353001644856,-1,0,-0.018105276007401316,-1,1,0.009431602076480384
2016-11-03,117.83000183105467,-1,0,-0.0076381355503101775,-1,1,0.012305838289990146,-1,1,0.01587027996374589
2016-11-04,116.93000030517578,-1,0,-0.002822216969070514,-1,1,0.02514326891074273,-1,1,0.009578403691601131
2016-11-07,116.5999984741211,-1,1,0.02298456552527826,-1,1,0.026586608187727723,-1,1,0.018610619188189226
2016-11-08,119.27999877929688,1,1,0.004946378045969396,1,0,-0.010311835514141235,1,0,-0.018108618836519763
2016-11-09,119.87000274658205,1,0,-0.0014182513927129385,1,0,-0.009176658699517753,1,0,-0.00984399998447031
