tweet_id,text,created_at_utc,created_at_et,lang,is_retweet,is_reply,is_quote,conversation_id,like_count,retweet_count,reply_count,quote_count,engagement_score
1964055919303503965,"@MarkZuckerman At least it was during an Apple TV game. The MLB is literally training me to not watch games ... and I've quickly learned not watching is way less painful.  Thanks, Apple TV",2025-09-05T19:59:56+00:00,2025-09-05T15:59:56-04:00,en,False,True,False,1964048467099013282,4,0,0,0,2.236068
1964055901976883652,it’s actually a miracle that no one ever sang fiona apple in riverdale,2025-09-05T19:59:52+00:00,2025-09-05T15:59:52-04:00,en,False,False,False,1964055901976883652,3,0,0,0,2.000000
1964055906229891227,"@TPostMillennial @JBPritzker why did he feel the need to say ""whether it's an iphone or android""???",2025-09-05T19:59:53+00:00,2025-09-05T15:59:53-04:00,en,False,True,False,1964055601430061310,0,0,1,1,1.870829
1964055858419318924,@LlQUlDTree @mac_usama3 @AdameMedia Only if Hamas didn't do Oct 7. Gaza would still be safe and beautiful 😂,2025-09-05T19:59:41+00:00,2025-09-05T15:59:41-04:00,en,False,True,False,1963658448253444346,0,0,1,0,1.414214
1964055905999220946,"@optimum Thought you meant you’d finally offer support for Apple Watch, or RCS Messaging. 🤷🏻‍♂️",2025-09-05T19:59:53+00:00,2025-09-05T15:59:53-04:00,en,False,True,False,1964049674320429081,0,0,0,0,1.000000
1964055904380240369,@IntoGalaxyy Stay tuned for the iPhone 17 Air.,2025-09-05T19:59:52+00:00,2025-09-05T15:59:52-04:00,en,False,True,False,1963878773054427220,0,0,0,0,1.000000
1964055892782989619,@apple_terr63815 And deported.,2025-09-05T19:59:49+00:00,2025-09-05T15:59:49-04:00,en,False,True,False,1963922704962327021,0,0,0,0,1.000000
1964418184150196674,"🚨 U.S. companies are literally building the Chinese Communist Party’s surveillance state, weapons, and war machine.  Apple. Microsoft. Intel. Google. Dell. IBM.  All guilty. All cashing in.   It's time to stop. 🧵 https://t.co/OQwnHgLFfa",2025-09-06T19:59:26+00:00,2025-09-06T15:59:26-04:00,en,False,False,False,1964418184150196674,724,366,23,22,38.897301
1964418206048677947,"TikTok people Dey mad mehhhhhhhhhh.. I just check one CS, this guy say SamLarry fav fruit na Kpai-apple 😭😭😂😂",2025-09-06T19:59:32+00:00,2025-09-06T15:59:32-04:00,en,False,False,False,1964418206048677947,5,2,3,0,3.605551
1964418229096378670,mind you this was after she said apple pie was the worst pie,2025-09-06T19:59:37+00:00,2025-09-06T15:59:37-04:00,en,False,True,False,1964418074813071489,2,0,3,0,2.449490
